relative_path,format,original_width,original_height,crop_top,crop_bottom,crop_left,crop_right,status,shadow_trim_pixels
commands/ai/images/recognizecardcommand-02.png,PNG,740,613,40,40,40,40,cropped_shadow_trim,6
commands/ai/images/recognizecardcommand-03.png,PNG,659,541,0,0,0,0,unchanged,
commands/ai/images/recognizecardcommand-04.png,PNG,842,307,0,0,0,0,unchanged,
commands/ai/images/recognizecardcommand-05.png,PNG,838,265,0,0,0,0,unchanged,
commands/ai/images/recognizecharactercommand-01.png,PNG,847,565,0,0,0,0,unchanged,
commands/ai/images/recognizecharactercommand-02.png,PNG,654,507,0,0,0,0,unchanged,
commands/ai/images/recognizecharactercommand-03.png,PNG,464,145,0,0,0,0,unchanged,
commands/ai/images/recognizecharactercommand-04.png,PNG,919,557,0,0,0,0,unchanged,
commands/ai/images/recognizecharactercommand-05.png,JPEG,800,800,0,0,0,0,unchanged,
commands/ai/images/recognizegeneraltextcommand-01.png,JPEG,966,252,0,0,0,0,unchanged,
commands/ai/images/recognizegeneraltextcommand-02.png,PNG,704,550,22,23,26,31,manual_deep_crop,
commands/ai/images/recognizegeneraltextcommand-03.png,PNG,852,149,0,0,0,0,unchanged,
commands/ai/images/recognizegeneraltextcommand-04.png,PNG,838,183,0,0,0,0,unchanged,
commands/ai/images/recognizegeneraltextcommand-05.png,PNG,660,565,0,0,0,0,unchanged,
commands/ai/images/recognizegeneraltextcommand-06.png,PNG,660,324,0,0,0,0,unchanged,
commands/ai/images/recognizeinvoicecommand-01.png,PNG,652,522,0,0,0,0,unchanged,
commands/ai/images/recognizeinvoicecommand-02.png,PNG,648,306,0,0,0,0,unchanged,
commands/ai/images/recognizeinvoicecommand-03.png,PNG,1040,696,0,0,0,0,unchanged,
commands/ai/images/recognizeinvoicecommand-04.png,PNG,740,613,36,39,40,40,cropped_shadow_trim,6
commands/ai/images/recognizeinvoicecommand-05.png,PNG,847,250,0,0,0,0,unchanged,
commands/ai/images/recognizeinvoicecommand-06.png,PNG,836,224,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-01.png,PNG,660,563,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-02.png,PNG,573,714,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-03.png,GIF,1916,1036,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-04.png,PNG,1326,150,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-05.png,PNG,660,563,0,0,0,0,unchanged,
commands/ai/images/recognizerecaptchav2command-06.png,PNG,1315,164,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-01.png,PNG,590,458,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-02.png,PNG,481,447,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-03.png,PNG,479,433,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-04.png,PNG,898,592,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-05.png,PNG,653,662,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-06.png,PNG,1080,579,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-07.png,PNG,632,416,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-08.png,PNG,656,339,3,3,3,3,manual_deep_crop,
commands/ai/images/recognizerotationcommand-09.png,PNG,320,262,0,0,0,0,unchanged,
commands/ai/images/recognizerotationcommand-10.png,PNG,660,787,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-01.png,PNG,639,682,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-02.png,PNG,901,496,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-03.png,PNG,895,498,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-04.png,PNG,1019,192,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-05.png,PNG,1337,192,0,0,0,0,unchanged,
commands/ai/images/recognizeslidercommand-06.png,PNG,503,488,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-01.png,PNG,360,394,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-02.png,PNG,639,689,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-03.png,PNG,479,549,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-04.png,PNG,443,525,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-05.png,PNG,1144,169,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-06.png,PNG,1352,205,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-07.png,PNG,642,358,0,0,0,0,unchanged,
commands/ai/images/recognizesliderpuzzlecommand-08.png,PNG,438,525,0,0,0,0,unchanged,
commands/ai/images/recognizetablecommand-01.png,PNG,740,583,40,40,40,40,cropped_shadow_trim,6
commands/ai/images/recognizetablecommand-02.png,JPEG,147,74,0,0,0,0,unchanged,
commands/ai/images/recognizetablecommand-03.png,PNG,850,115,0,0,0,0,unchanged,
commands/ai/images/recognizetablecommand-04.png,PNG,845,202,0,0,0,0,unchanged,
commands/ai/images/recognizetablecommand-05.png,PNG,650,496,0,0,0,0,unchanged,
commands/ai/images/recognizetablecommand-06.png,PNG,653,284,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-01.png,PNG,647,687,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-02.png,PNG,443,540,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-03.png,PNG,423,535,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-04.png,PNG,1214,190,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-05.png,PNG,1340,209,0,0,0,0,unchanged,
commands/ai/images/recognizetextclickcommand-06.png,PNG,434,532,0,0,0,0,unchanged,
commands/ai/images/recognizetrajectorycommand-01.png,PNG,408,368,0,0,0,0,unchanged,
commands/ai/images/recognizetrajectorycommand-02.png,PNG,1011,728,0,0,0,0,unchanged,
commands/ai/images/recognizetrajectorycommand-03.png,PNG,658,584,9,9,9,9,manual_deep_crop,
commands/ai/images/recognizetrajectorycommand-04.png,PNG,1371,581,0,0,0,0,unchanged,
commands/ai/images/translatecommand-01.png,PNG,1205,157,0,0,0,0,unchanged,
commands/ai/images/translatecommand-02.png,PNG,665,552,1,1,3,2,cropped_shadow_trim,6
commands/ai/images/translatecommand-03.png,PNG,1190,226,0,0,0,0,unchanged,
commands/ai/images/translatecommand-04.png,PNG,668,550,9,9,9,9,manual_deep_crop,
commands/bazhuayu/images/7TUoxB-01.png,PNG,490,284,0,0,0,0,unchanged,
commands/bazhuayu/images/7TUoxB-02.png,PNG,605,642,0,0,0,0,unchanged,
commands/bazhuayu/images/7TUoxB-03.png,PNG,291,452,0,0,0,0,unchanged,
commands/bazhuayu/images/7TUoxB-04.png,PNG,274,348,0,0,0,0,unchanged,
commands/bazhuayu/images/7TUoxB-05.png,PNG,609,575,9,9,9,9,manual_deep_crop,
commands/bazhuayu/images/7TUoxB-06.png,PNG,265,376,0,0,0,0,unchanged,
commands/bazhuayu/images/7TUoxB-07.png,PNG,255,790,0,0,0,0,unchanged,
commands/bazhuayu/images/getaccesstokencommand-01.png,PNG,1628,222,0,0,0,0,unchanged,
commands/bazhuayu/images/getaccesstokencommand-02.png,PNG,1640,280,0,0,0,0,unchanged,
commands/bazhuayu/images/getaccesstokencommand-03.png,PNG,660,425,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacommand-01.png,PNG,1319,318,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacommand-02.png,PNG,998,926,4,4,3,5,cropped_shadow_trim,6
commands/bazhuayu/images/gettaskdatacommand-03.png,PNG,1328,284,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacommand-04.png,PNG,655,582,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacountcommand-01.png,PNG,1628,222,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacountcommand-02.png,PNG,1640,280,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdatacountcommand-03.png,PNG,996,625,1,4,4,2,cropped_shadow_trim,6
commands/bazhuayu/images/gettaskdataoffsetcommand-01.png,PNG,998,926,4,4,6,2,cropped_shadow_trim,6
commands/bazhuayu/images/gettaskdataoffsetcommand-02.png,PNG,1472,329,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskdataoffsetcommand-03.png,PNG,993,630,9,9,9,9,manual_deep_crop,
commands/bazhuayu/images/gettaskdataoffsetcommand-04.png,PNG,1485,344,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskstatuscommand-01.png,PNG,660,423,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskstatuscommand-02.png,PNG,1596,497,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskstatuscommand-03.png,PNG,1599,480,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskstatuscommand-04.png,PNG,846,516,0,0,0,0,unchanged,
commands/bazhuayu/images/gettaskstatuscommand-05.png,PNG,218,396,0,0,0,0,unchanged,
commands/bazhuayu/images/starttaskcommand-01.png,PNG,1808,225,0,0,0,0,unchanged,
commands/bazhuayu/images/starttaskcommand-02.png,PNG,1347,193,0,0,0,0,unchanged,
commands/bazhuayu/images/starttaskcommand-03.png,PNG,703,173,0,0,0,0,unchanged,
commands/bazhuayu/images/starttaskcommand-04.png,PNG,640,316,0,0,0,0,unchanged,
commands/bazhuayu/images/stoptaskcommand-01.png,PNG,1311,270,0,0,0,0,unchanged,
commands/bazhuayu/images/stoptaskcommand-02.png,PNG,1325,222,0,0,0,0,unchanged,
commands/bazhuayu/images/stoptaskcommand-03.png,PNG,995,474,2,4,1,2,cropped_shadow_trim,6
commands/bazhuayu/images/stoptaskcommand-04.png,PNG,1617,126,0,0,0,0,unchanged,
commands/bazhuayu/images/updateactionpropertiescommand-01.png,PNG,1003,755,7,6,7,6,cropped_shadow_trim,6
commands/bazhuayu/images/updateactionpropertiescommand-02.png,PNG,1612,232,0,0,0,0,unchanged,
commands/bazhuayu/images/updateactionpropertiescommand-03.png,PNG,1597,270,0,0,0,0,unchanged,
commands/bazhuayu/images/updateactionpropertiescommand-04.png,PNG,1819,644,0,0,0,0,unchanged,
commands/bazhuayu/images/updateactionpropertiescommand-05.png,PNG,995,745,1,2,2,3,cropped_shadow_trim,6
commands/data-processing/images/appendprefixorsuffixcommand-01.png,PNG,1538,361,0,0,0,0,unchanged,
commands/data-processing/images/appendprefixorsuffixcommand-02.png,PNG,1525,277,0,0,0,0,unchanged,
commands/data-processing/images/appendprefixorsuffixcommand-03.png,PNG,998,718,3,4,5,3,cropped_shadow_trim,6
commands/data-processing/images/changedatetimecommand-01.png,PNG,830,666,4,3,2,3,cropped_shadow_trim,6
commands/data-processing/images/changedatetimecommand-02.png,PNG,831,664,4,1,2,4,cropped_shadow_trim,6
commands/data-processing/images/changedatetimecommand-03.png,PNG,1128,949,0,0,0,0,unchanged,
commands/data-processing/images/changetextcasecommand-01.png,PNG,989,623,9,9,9,9,manual_deep_crop,
commands/data-processing/images/changetextcasecommand-02.png,PNG,1325,498,0,0,0,0,unchanged,
commands/data-processing/images/changetextcasecommand-03.png,PNG,1343,524,0,0,0,0,unchanged,
commands/data-processing/images/clearlistcommand-01.png,PNG,844,237,0,0,0,0,unchanged,
commands/data-processing/images/clearlistcommand-02.png,PNG,963,354,0,0,0,0,unchanged,
commands/data-processing/images/clearlistcommand-03.png,PNG,832,283,0,0,0,0,unchanged,
commands/data-processing/images/clearlistcommand-04.png,PNG,1020,256,0,0,0,0,unchanged,
commands/data-processing/images/clearlistcommand-05.png,PNG,556,157,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-01.png,PNG,668,420,3,3,4,4,cropped_shadow_trim,6
commands/data-processing/images/concatlistcommand-02.png,PNG,839,296,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-03.png,PNG,835,250,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-04.png,PNG,844,192,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-05.png,PNG,837,113,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-06.png,PNG,834,136,0,0,0,0,unchanged,
commands/data-processing/images/concatlistcommand-07.png,PNG,843,163,0,0,0,0,unchanged,
commands/data-processing/images/convertdatetimetextcommand-01.png,PNG,640,501,0,0,0,0,unchanged,
commands/data-processing/images/convertdatetimetextcommand-02.png,PNG,928,243,0,0,0,0,unchanged,
commands/data-processing/images/convertdatetimetextcommand-03.png,PNG,650,488,0,0,0,0,unchanged,
commands/data-processing/images/convertdatetimetextcommand-04.png,PNG,1348,190,0,0,0,0,unchanged,
commands/data-processing/images/createdictionarycommand-01.png,PNG,660,353,0,0,0,0,unchanged,
commands/data-processing/images/createdictionarycommand-02.png,PNG,1323,97,0,0,0,0,unchanged,
commands/data-processing/images/createdictionarycommand-03.png,PNG,1317,299,0,0,0,0,unchanged,
commands/data-processing/images/createlistcommand-01.png,PNG,853,121,0,0,0,0,unchanged,
commands/data-processing/images/createlistcommand-02.png,PNG,837,182,0,0,0,0,unchanged,
commands/data-processing/images/createlistcommand-03.png,PNG,844,237,0,0,0,0,unchanged,
commands/data-processing/images/createlistcommand-04.png,PNG,660,367,0,0,0,0,unchanged,
commands/data-processing/images/createvariablecommand-01.png,PNG,654,446,0,0,0,0,unchanged,
commands/data-processing/images/createvariablecommand-02.png,PNG,1365,210,0,0,0,0,unchanged,
commands/data-processing/images/createvariablecommand-03.png,PNG,1339,188,0,0,0,0,unchanged,
commands/data-processing/images/datetimeconverttotimestampcommand-01.png,PNG,853,151,0,0,0,0,unchanged,
commands/data-processing/images/datetimeconverttotimestampcommand-02.png,PNG,666,420,4,2,3,3,cropped_shadow_trim,6
commands/data-processing/images/datetimeconverttotimestampcommand-03.png,PNG,839,221,0,0,0,0,unchanged,
commands/data-processing/images/distinctlistcommand-01.png,PNG,970,367,0,0,0,0,unchanged,
commands/data-processing/images/distinctlistcommand-02.png,PNG,499,229,0,0,0,0,unchanged,
commands/data-processing/images/distinctlistcommand-03.png,PNG,796,244,0,0,0,0,unchanged,
commands/data-processing/images/distinctlistcommand-04.png,PNG,705,180,0,0,0,0,unchanged,
commands/data-processing/images/distinctlistcommand-05.png,PNG,555,201,0,0,0,0,unchanged,
commands/data-processing/images/getdictionarykeyscommand-01.png,PNG,835,232,0,0,0,0,unchanged,
commands/data-processing/images/getdictionarykeyscommand-02.png,PNG,666,361,0,3,2,4,cropped_shadow_trim,6
commands/data-processing/images/getdictionarykeyscommand-03.png,PNG,849,243,0,0,0,0,unchanged,
commands/data-processing/images/getdictionarykeyscommand-04.png,PNG,833,242,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluecommand-01.png,PNG,668,480,3,5,3,5,cropped_shadow_trim,6
commands/data-processing/images/getdictionaryvaluecommand-02.png,PNG,850,241,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluecommand-03.png,PNG,834,246,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluecommand-04.png,PNG,835,232,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluescommand-01.png,PNG,835,232,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluescommand-02.png,PNG,666,362,2,0,3,3,cropped_shadow_trim,6
commands/data-processing/images/getdictionaryvaluescommand-03.png,PNG,835,246,0,0,0,0,unchanged,
commands/data-processing/images/getdictionaryvaluescommand-04.png,PNG,833,246,0,0,0,0,unchanged,
commands/data-processing/images/getsubtextcommand-01.png,PNG,653,470,0,0,0,0,unchanged,
commands/data-processing/images/getsubtextcommand-02.png,PNG,1026,289,0,0,0,0,unchanged,
commands/data-processing/images/getsubtextcommand-03.png,PNG,650,523,0,0,0,0,unchanged,
commands/data-processing/images/getsubtextcommand-04.png,PNG,1357,348,0,0,0,0,unchanged,
commands/data-processing/images/gettimespancommand-01.png,PNG,833,591,2,2,4,4,cropped_shadow_trim,6
commands/data-processing/images/gettimespancommand-02.png,PNG,1130,946,0,0,0,0,unchanged,
commands/data-processing/images/insertitemtolistcommand-01.png,PNG,660,382,0,0,0,0,unchanged,
commands/data-processing/images/insertitemtolistcommand-02.png,PNG,1320,242,0,0,0,0,unchanged,
commands/data-processing/images/insertitemtolistcommand-03.png,PNG,660,383,0,0,0,0,unchanged,
commands/data-processing/images/insertitemtolistcommand-04.png,PNG,1311,187,0,0,0,0,unchanged,
commands/data-processing/images/intersectlistcommand-01.png,PNG,987,156,0,0,0,0,unchanged,
commands/data-processing/images/intersectlistcommand-02.png,PNG,924,223,0,0,0,0,unchanged,
commands/data-processing/images/intersectlistcommand-03.png,PNG,475,226,0,0,0,0,unchanged,
commands/data-processing/images/intersectlistcommand-04.png,PNG,466,229,0,0,0,0,unchanged,
commands/data-processing/images/intersectlistcommand-05.png,PNG,964,723,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-01.png,PNG,557,367,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-02.png,PNG,655,429,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-03.png,PNG,653,428,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-04.png,PNG,885,301,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-05.png,PNG,1409,975,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-06.png,PNG,1034,278,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-07.png,PNG,637,480,0,0,0,0,unchanged,
commands/data-processing/images/jEc4Yc-08.png,PNG,645,414,0,0,0,0,unchanged,
commands/data-processing/images/jointextcommand-01.png,PNG,830,591,3,1,0,3,cropped_shadow_trim,6
commands/data-processing/images/jointextcommand-02.png,PNG,943,616,0,0,0,0,unchanged,
commands/data-processing/images/jointextcommand-03.png,PNG,656,403,0,0,0,0,unchanged,
commands/data-processing/images/jointextcommand-04.png,PNG,652,401,0,0,0,0,unchanged,
commands/data-processing/images/jointextcommand-05.png,PNG,1136,516,0,0,0,0,unchanged,
commands/data-processing/images/numbertotextcommand-01.png,PNG,830,570,1,2,2,3,cropped_shadow_trim,6
commands/data-processing/images/numbertotextcommand-02.png,PNG,1420,948,0,0,0,0,unchanged,
commands/data-processing/images/objecttojsoncommand-01.png,PNG,668,364,4,4,4,4,cropped_shadow_trim,6
commands/data-processing/images/objecttojsoncommand-02.png,PNG,818,151,0,0,0,0,unchanged,
commands/data-processing/images/objecttojsoncommand-03.png,PNG,997,195,0,0,0,0,unchanged,
commands/data-processing/images/objecttojsoncommand-04.png,PNG,361,153,0,0,0,0,unchanged,
commands/data-processing/images/objecttojsoncommand-05.png,PNG,663,147,0,0,0,0,unchanged,
commands/data-processing/images/parsejsoncommand-01.png,PNG,657,429,0,0,0,0,unchanged,
commands/data-processing/images/parsejsoncommand-02.png,PNG,832,153,0,0,0,0,unchanged,
commands/data-processing/images/parsejsoncommand-03.png,PNG,655,430,0,0,0,0,unchanged,
commands/data-processing/images/parsejsoncommand-04.png,PNG,996,221,0,0,0,0,unchanged,
commands/data-processing/images/randomnumbercommand-01.png,PNG,660,423,0,0,0,0,unchanged,
commands/data-processing/images/randomnumbercommand-02.png,PNG,937,180,0,0,0,0,unchanged,
commands/data-processing/images/randomnumbercommand-03.png,PNG,660,423,0,0,0,0,unchanged,
commands/data-processing/images/randomnumbercommand-04.png,PNG,918,264,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-01.png,PNG,640,521,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-02.png,PNG,867,640,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-03.png,PNG,866,621,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-04.png,PNG,872,628,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-05.png,PNG,1012,283,0,0,0,0,unchanged,
commands/data-processing/images/regexmatchcommand-06.png,PNG,1359,210,0,0,0,0,unchanged,
commands/data-processing/images/removedictionarykeyvaluecommand-01.png,PNG,670,320,3,4,4,6,cropped_shadow_trim,6
commands/data-processing/images/removedictionarykeyvaluecommand-02.png,PNG,854,256,0,0,0,0,unchanged,
commands/data-processing/images/removedictionarykeyvaluecommand-03.png,PNG,833,241,0,0,0,0,unchanged,
commands/data-processing/images/removedictionarykeyvaluecommand-04.png,PNG,834,164,0,0,0,0,unchanged,
commands/data-processing/images/removelistitemcommand-01.png,PNG,669,378,4,3,3,6,cropped_shadow_trim,6
commands/data-processing/images/removelistitemcommand-02.png,PNG,852,252,0,0,0,0,unchanged,
commands/data-processing/images/removelistitemcommand-03.png,PNG,669,380,4,5,5,4,cropped_shadow_trim,6
commands/data-processing/images/removelistitemcommand-04.png,PNG,836,208,0,0,0,0,unchanged,
commands/data-processing/images/removelistitemcommand-05.png,PNG,840,245,0,0,0,0,unchanged,
commands/data-processing/images/replacetextcommand-01.png,PNG,645,630,0,0,0,0,unchanged,
commands/data-processing/images/replacetextcommand-02.png,PNG,905,253,0,0,0,0,unchanged,
commands/data-processing/images/replacetextcommand-03.png,PNG,636,628,0,0,0,0,unchanged,
commands/data-processing/images/replacetextcommand-04.png,PNG,1340,218,0,0,0,0,unchanged,
commands/data-processing/images/reverselistcommand-01.png,PNG,844,192,0,0,0,0,unchanged,
commands/data-processing/images/reverselistcommand-02.png,PNG,667,260,2,3,3,4,cropped_shadow_trim,6
commands/data-processing/images/reverselistcommand-03.png,PNG,846,252,0,0,0,0,unchanged,
commands/data-processing/images/reverselistcommand-04.png,PNG,837,249,0,0,0,0,unchanged,
commands/data-processing/images/reverselistcommand-05.png,PNG,839,314,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-01.png,PNG,851,156,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-02.png,PNG,834,199,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-03.png,PNG,840,151,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-04.png,PNG,839,219,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-05.png,PNG,652,376,0,0,0,0,unchanged,
commands/data-processing/images/setdictionarykeyvaluecommand-06.png,PNG,649,378,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-01.png,PNG,831,602,2,2,3,3,cropped_shadow_trim,6
commands/data-processing/images/setvariablecommand-02.png,PNG,655,473,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-03.png,PNG,654,469,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-04.png,PNG,1392,795,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-05.png,PNG,647,163,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-06.png,PNG,1400,800,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-07.png,PNG,658,317,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-08.png,PNG,1356,213,0,0,0,0,unchanged,
commands/data-processing/images/setvariablecommand-09.png,PNG,1347,183,0,0,0,0,unchanged,
commands/data-processing/images/setvariablev2command-01.png,PNG,646,311,0,0,0,0,unchanged,
commands/data-processing/images/setvariablev2command-02.png,PNG,543,189,0,0,0,0,unchanged,
commands/data-processing/images/setvariablev2command-03.png,PNG,1367,196,0,0,0,0,unchanged,
commands/data-processing/images/sortlistcommand-01.png,PNG,667,318,2,3,3,4,cropped_shadow_trim,6
commands/data-processing/images/sortlistcommand-02.png,PNG,847,291,0,0,0,0,unchanged,
commands/data-processing/images/sortlistcommand-03.png,PNG,838,272,0,0,0,0,unchanged,
